flight_date,origin,destination,airline,price,currency
2025-08-01,SCL,ANF,Sky,58920,CLP
2025-08-07,LSC,IQQ,Sky,86075,CLP
2025-07-31,SCL,IQQ,LATAM,24547,CLP
2025-07-29,ANF,SCL,Sky,26170,CLP
2025-08-04,SCL,CJC,JetSmart,62518,CLP
2025-07-18,ANF,IQQ,JetSmart,139253,CLP
2025-08-10,PMC,CJC,JetSmart,141320,CLP
2025-07-21,ANF,IQQ,JetSmart,73202,CLP
2025-08-06,SCL,LSC,Sky,104273,CLP
2025-08-08,CJC,SCL,Sky,146621,CLP
2025-08-03,IQQ,SCL,JetSmart,96219,CLP
2025-08-02,ANF,PMC,Sky,92474,CLP
2025-08-13,SCL,ANF,JetSmart,16052,CLP
2025-07-15,LSC,IQQ,Sky,133444,CLP
2025-07-03,LSC,SCL,Sky,43068,CLP
2025-07-28,CJC,ANF,JetSmart,84547,CLP
2025-08-01,ANF,LSC,LATAM,22684,CLP
2025-08-14,PMC,ANF,Sky,16181,CLP
2025-08-13,PMC,ANF,LATAM,112544,CLP
2025-07-03,CJC,ANF,LATAM,118101,CLP
2025-07-05,PMC,ANF,Sky,27063,CLP
2025-07-22,IQQ,CJC,Sky,147998,CLP
2025-07-21,CJC,SCL,LATAM,139791,CLP
2025-07-23,ANF,PMC,LATAM,17060,CLP
2025-07-05,PMC,IQQ,Sky,21442,CLP
2025-07-19,CJC,ANF,Sky,132937,CLP
2025-08-05,SCL,PMC,LATAM,54663,CLP
2025-07-31,PMC,SCL,LATAM,109564,CLP
2025-07-16,ANF,LSC,Sky,50431,CLP
2025-08-12,CJC,ANF,JetSmart,59151,CLP
2025-08-08,SCL,IQQ,LATAM,146652,CLP
2025-08-13,SCL,ANF,JetSmart,143534,CLP
2025-07-18,LSC,SCL,LATAM,144955,CLP
2025-07-17,ANF,IQQ,Sky,58131,CLP
2025-08-04,LSC,IQQ,LATAM,58824,CLP
2025-07-15,LSC,PMC,Sky,25872,CLP
2025-08-10,ANF,PMC,Sky,139228,CLP
2025-07-09,CJC,IQQ,Sky,53147,CLP
2025-07-19,PMC,ANF,LATAM,56218,CLP
2025-07-28,IQQ,CJC,LATAM,146473,CLP
2025-07-16,LSC,ANF,LATAM,94872,CLP
2025-07-16,ANF,CJC,LATAM,71845,CLP
2025-07-12,ANF,IQQ,JetSmart,131785,CLP
2025-07-22,PMC,SCL,Sky,107770,CLP
2025-08-03,ANF,PMC,JetSmart,86329,CLP
2025-08-12,SCL,CJC,LATAM,21639,CLP
2025-08-09,CJC,SCL,JetSmart,36864,CLP
2025-08-15,LSC,CJC,JetSmart,52580,CLP
2025-07-19,LSC,ANF,Sky,43688,CLP
2025-07-11,CJC,PMC,LATAM,108376,CLP
2025-08-08,PMC,IQQ,LATAM,51009,CLP
2025-08-02,LSC,CJC,LATAM,54047,CLP
2025-07-02,CJC,ANF,JetSmart,143470,CLP
2025-07-17,CJC,LSC,LATAM,21960,CLP
2025-08-08,ANF,LSC,LATAM,121825,CLP
2025-07-29,PMC,LSC,Sky,36754,CLP
2025-07-18,IQQ,PMC,Sky,96705,CLP
2025-07-19,IQQ,PMC,LATAM,136442,CLP
2025-07-15,PMC,ANF,Sky,64324,CLP
2025-07-11,ANF,IQQ,Sky,70888,CLP
2025-07-13,PMC,IQQ,Sky,132281,CLP
2025-08-10,LSC,ANF,Sky,104201,CLP
2025-07-06,ANF,LSC,LATAM,35013,CLP
2025-07-07,PMC,IQQ,LATAM,44847,CLP
2025-07-10,PMC,IQQ,Sky,114936,CLP
2025-08-14,LSC,CJC,Sky,131604,CLP
2025-07-23,PMC,SCL,Sky,140222,CLP
2025-07-07,PMC,SCL,Sky,37767,CLP
2025-08-11,CJC,ANF,LATAM,74377,CLP
2025-07-15,IQQ,CJC,LATAM,112497,CLP
2025-07-22,SCL,ANF,LATAM,102878,CLP
2025-08-05,IQQ,SCL,LATAM,78640,CLP
2025-07-17,SCL,ANF,LATAM,130635,CLP
2025-07-13,LSC,ANF,LATAM,48574,CLP
2025-07-09,SCL,ANF,Sky,74903,CLP
2025-08-04,ANF,IQQ,JetSmart,127747,CLP
2025-07-03,PMC,LSC,Sky,123485,CLP
2025-07-27,ANF,SCL,Sky,19323,CLP
2025-08-09,CJC,PMC,Sky,121836,CLP
2025-07-15,CJC,LSC,JetSmart,133752,CLP
2025-07-21,PMC,LSC,LATAM,59316,CLP
2025-08-09,CJC,IQQ,JetSmart,36204,CLP
2025-07-06,SCL,IQQ,JetSmart,95004,CLP
2025-08-07,LSC,ANF,JetSmart,64817,CLP
2025-07-21,SCL,LSC,LATAM,53374,CLP
2025-07-29,IQQ,ANF,LATAM,116859,CLP
2025-08-08,IQQ,LSC,JetSmart,118890,CLP
2025-07-13,LSC,ANF,LATAM,36432,CLP
2025-07-16,LSC,SCL,Sky,99652,CLP
2025-07-13,ANF,IQQ,LATAM,117765,CLP
2025-08-08,SCL,ANF,JetSmart,113896,CLP
2025-07-25,IQQ,SCL,LATAM,103854,CLP
2025-07-06,LSC,PMC,Sky,81090,CLP
2025-07-27,IQQ,LSC,LATAM,65299,CLP
2025-08-09,PMC,IQQ,JetSmart,138837,CLP
2025-08-05,ANF,CJC,JetSmart,19927,CLP
2025-07-04,CJC,SCL,LATAM,88875,CLP
2025-07-30,SCL,IQQ,LATAM,57011,CLP
2025-07-27,SCL,ANF,JetSmart,147110,CLP
2025-08-04,IQQ,ANF,JetSmart,36199,CLP
2025-07-13,LSC,IQQ,JetSmart,135459,CLP
2025-07-16,SCL,ANF,Sky,70749,CLP
2025-08-05,CJC,LSC,JetSmart,73105,CLP
2025-07-07,ANF,LSC,JetSmart,17137,CLP
2025-07-20,LSC,IQQ,LATAM,146826,CLP
2025-07-10,ANF,CJC,LATAM,128078,CLP
2025-07-03,SCL,ANF,JetSmart,143984,CLP
2025-07-10,LSC,CJC,JetSmart,69216,CLP
2025-08-15,CJC,ANF,LATAM,48136,CLP
2025-08-10,SCL,ANF,LATAM,109868,CLP
2025-07-07,SCL,CJC,LATAM,143489,CLP
2025-08-02,IQQ,LSC,Sky,21852,CLP
2025-07-19,LSC,ANF,JetSmart,23802,CLP
2025-08-07,PMC,CJC,JetSmart,121266,CLP
2025-07-28,LSC,ANF,LATAM,23691,CLP
2025-07-04,CJC,IQQ,Sky,67727,CLP
2025-07-05,CJC,IQQ,LATAM,50248,CLP
2025-07-14,PMC,IQQ,JetSmart,77491,CLP
2025-07-11,PMC,SCL,Sky,141247,CLP
2025-08-14,ANF,PMC,LATAM,141314,CLP
2025-07-25,ANF,IQQ,LATAM,48393,CLP
2025-07-30,IQQ,SCL,JetSmart,86629,CLP
2025-07-20,IQQ,LSC,LATAM,36802,CLP
2025-08-01,LSC,IQQ,JetSmart,71135,CLP
2025-07-27,SCL,ANF,Sky,36420,CLP
2025-07-28,LSC,CJC,Sky,115524,CLP
2025-07-15,LSC,SCL,Sky,67455,CLP
2025-07-30,ANF,IQQ,JetSmart,97869,CLP
2025-07-31,IQQ,LSC,Sky,78175,CLP
2025-07-26,ANF,LSC,LATAM,131370,CLP
2025-07-03,SCL,IQQ,JetSmart,41705,CLP
2025-07-01,ANF,LSC,Sky,130776,CLP
2025-08-05,CJC,ANF,LATAM,69702,CLP
2025-07-15,LSC,IQQ,JetSmart,127557,CLP
2025-07-09,ANF,PMC,LATAM,49406,CLP
2025-07-15,IQQ,ANF,LATAM,124520,CLP
2025-07-20,SCL,ANF,LATAM,82774,CLP
2025-08-10,IQQ,ANF,LATAM,16410,CLP
2025-07-24,PMC,CJC,Sky,129806,CLP
2025-07-29,PMC,SCL,JetSmart,120863,CLP
2025-07-07,LSC,ANF,Sky,47575,CLP
2025-08-01,IQQ,ANF,Sky,60213,CLP
2025-07-08,SCL,LSC,Sky,76473,CLP
2025-08-09,CJC,LSC,JetSmart,67408,CLP
2025-08-14,CJC,SCL,LATAM,41286,CLP
2025-07-28,CJC,PMC,Sky,117179,CLP
2025-07-28,CJC,SCL,LATAM,117868,CLP
2025-08-12,LSC,CJC,Sky,91536,CLP
2025-08-05,IQQ,SCL,JetSmart,41930,CLP
2025-07-29,PMC,CJC,LATAM,53631,CLP
2025-07-18,PMC,CJC,JetSmart,100457,CLP
2025-08-14,CJC,PMC,Sky,126612,CLP
2025-07-20,PMC,LSC,LATAM,128511,CLP
2025-07-24,CJC,SCL,LATAM,56956,CLP
2025-07-31,PMC,IQQ,Sky,87813,CLP
2025-08-15,CJC,ANF,Sky,91270,CLP
2025-07-21,PMC,CJC,LATAM,92185,CLP
2025-07-19,PMC,LSC,LATAM,25705,CLP
2025-07-04,SCL,IQQ,Sky,116286,CLP
2025-08-02,ANF,PMC,LATAM,35272,CLP
2025-07-16,PMC,ANF,JetSmart,84197,CLP
2025-07-12,SCL,PMC,Sky,111124,CLP
2025-07-15,IQQ,ANF,LATAM,144106,CLP
2025-08-10,SCL,PMC,Sky,50258,CLP
2025-07-25,PMC,CJC,JetSmart,65567,CLP
2025-07-03,SCL,IQQ,JetSmart,27834,CLP
2025-07-13,SCL,PMC,LATAM,67631,CLP
2025-07-04,PMC,CJC,JetSmart,19651,CLP
2025-07-02,LSC,SCL,LATAM,38319,CLP
2025-07-24,ANF,IQQ,LATAM,146758,CLP
2025-08-04,IQQ,SCL,JetSmart,103823,CLP
2025-07-24,IQQ,SCL,Sky,57293,CLP
2025-08-01,SCL,LSC,LATAM,28315,CLP
2025-07-25,ANF,SCL,JetSmart,111015,CLP
2025-07-19,IQQ,LSC,LATAM,128217,CLP
2025-07-25,PMC,CJC,Sky,128487,CLP
2025-07-09,LSC,CJC,JetSmart,23638,CLP
2025-08-12,LSC,PMC,Sky,31463,CLP
2025-07-26,IQQ,SCL,LATAM,120189,CLP
2025-07-21,IQQ,CJC,LATAM,141478,CLP
2025-07-03,IQQ,ANF,JetSmart,31944,CLP
2025-07-20,SCL,PMC,LATAM,76755,CLP
2025-08-05,PMC,CJC,JetSmart,144182,CLP
2025-07-04,SCL,ANF,JetSmart,104417,CLP
2025-07-18,IQQ,SCL,Sky,68777,CLP
2025-07-22,LSC,PMC,Sky,77965,CLP
2025-08-12,ANF,LSC,JetSmart,45708,CLP
2025-07-12,ANF,PMC,Sky,65750,CLP
2025-08-11,ANF,CJC,LATAM,117973,CLP
2025-07-10,SCL,IQQ,Sky,123235,CLP
2025-07-04,ANF,SCL,JetSmart,145573,CLP
2025-07-03,PMC,ANF,Sky,77211,CLP
2025-07-26,PMC,LSC,LATAM,78422,CLP
2025-07-06,PMC,LSC,JetSmart,130927,CLP
2025-07-28,SCL,CJC,JetSmart,18699,CLP
2025-07-18,PMC,CJC,LATAM,26621,CLP
2025-07-22,IQQ,LSC,LATAM,31990,CLP
2025-08-07,CJC,IQQ,JetSmart,64325,CLP
2025-07-18,IQQ,LSC,JetSmart,32700,CLP
2025-08-11,LSC,PMC,LATAM,110417,CLP
2025-08-09,SCL,IQQ,JetSmart,129999,CLP
2025-08-09,LSC,CJC,LATAM,124185,CLP
2025-08-11,ANF,IQQ,Sky,103165,CLP
2025-07-22,PMC,IQQ,LATAM,83387,CLP
2025-07-23,LSC,SCL,JetSmart,25011,CLP
2025-07-28,PMC,SCL,LATAM,123943,CLP
2025-07-15,IQQ,SCL,JetSmart,38089,CLP
2025-08-15,PMC,SCL,Sky,72206,CLP
2025-07-08,ANF,IQQ,LATAM,114009,CLP
2025-07-13,IQQ,PMC,LATAM,23140,CLP
2025-07-18,LSC,ANF,LATAM,61638,CLP
2025-07-25,IQQ,PMC,Sky,113170,CLP
2025-08-02,SCL,CJC,Sky,86663,CLP
2025-07-27,SCL,PMC,LATAM,147210,CLP
2025-07-27,CJC,SCL,Sky,43655,CLP
2025-07-24,PMC,CJC,Sky,19775,CLP
2025-08-10,PMC,LSC,Sky,40033,CLP
2025-07-29,LSC,CJC,JetSmart,22651,CLP
2025-07-28,SCL,LSC,LATAM,51483,CLP
2025-07-23,PMC,SCL,Sky,23034,CLP
2025-07-10,LSC,CJC,JetSmart,58430,CLP
2025-07-10,IQQ,LSC,JetSmart,129787,CLP
2025-07-05,IQQ,CJC,LATAM,122411,CLP
2025-08-01,IQQ,LSC,Sky,101333,CLP
2025-07-03,SCL,ANF,LATAM,44664,CLP
2025-08-13,CJC,PMC,JetSmart,131852,CLP
2025-08-14,PMC,IQQ,JetSmart,131631,CLP
2025-07-01,LSC,IQQ,JetSmart,122384,CLP
2025-08-12,SCL,ANF,Sky,104465,CLP
2025-07-26,SCL,IQQ,Sky,129404,CLP
2025-07-27,ANF,PMC,Sky,105916,CLP
2025-07-05,ANF,PMC,LATAM,125619,CLP
2025-07-09,CJC,SCL,LATAM,115137,CLP
2025-07-07,IQQ,ANF,LATAM,91651,CLP
2025-08-01,IQQ,CJC,JetSmart,142580,CLP
2025-08-03,IQQ,SCL,LATAM,125687,CLP
2025-08-03,SCL,LSC,Sky,20734,CLP
2025-08-11,IQQ,PMC,JetSmart,113609,CLP
2025-07-15,IQQ,LSC,LATAM,26159,CLP
2025-08-10,LSC,ANF,Sky,50927,CLP
2025-08-09,SCL,CJC,LATAM,84892,CLP
2025-07-08,SCL,IQQ,LATAM,62331,CLP
2025-08-09,SCL,PMC,JetSmart,146635,CLP
2025-08-02,IQQ,SCL,JetSmart,66376,CLP
2025-07-26,LSC,ANF,Sky,70156,CLP
2025-07-06,ANF,PMC,JetSmart,81908,CLP
2025-07-28,SCL,CJC,JetSmart,33076,CLP
2025-08-02,ANF,LSC,Sky,48559,CLP
2025-07-07,CJC,ANF,JetSmart,104798,CLP
2025-07-11,ANF,IQQ,JetSmart,72209,CLP
2025-07-08,SCL,PMC,LATAM,73924,CLP
2025-07-06,SCL,PMC,Sky,141650,CLP
2025-08-07,LSC,PMC,JetSmart,17238,CLP
2025-07-17,CJC,LSC,JetSmart,148729,CLP
2025-08-12,ANF,SCL,JetSmart,60597,CLP
2025-07-02,PMC,SCL,Sky,75291,CLP
2025-08-07,IQQ,PMC,LATAM,58758,CLP
2025-08-02,IQQ,PMC,JetSmart,35064,CLP
2025-07-09,CJC,LSC,LATAM,135087,CLP
2025-08-14,CJC,LSC,Sky,67918,CLP
2025-07-05,SCL,CJC,Sky,36016,CLP
2025-07-17,CJC,PMC,Sky,88690,CLP
2025-07-12,PMC,ANF,LATAM,16600,CLP
2025-08-07,ANF,SCL,LATAM,142412,CLP
2025-07-04,PMC,LSC,JetSmart,66668,CLP
2025-07-10,CJC,ANF,Sky,29655,CLP
2025-07-06,SCL,CJC,LATAM,148634,CLP
2025-07-02,SCL,CJC,JetSmart,24027,CLP
2025-07-30,ANF,IQQ,JetSmart,42443,CLP
2025-08-06,PMC,IQQ,JetSmart,23388,CLP
2025-07-30,PMC,ANF,LATAM,147011,CLP
2025-08-05,CJC,SCL,Sky,124891,CLP
2025-07-23,LSC,SCL,JetSmart,102616,CLP
2025-07-28,IQQ,PMC,LATAM,88285,CLP
2025-07-02,SCL,IQQ,Sky,144263,CLP
2025-07-06,PMC,SCL,Sky,50338,CLP
2025-07-30,PMC,IQQ,LATAM,101782,CLP
2025-07-17,ANF,SCL,JetSmart,127130,CLP
2025-07-07,SCL,LSC,Sky,44085,CLP
2025-07-18,LSC,ANF,JetSmart,45284,CLP
2025-08-02,IQQ,LSC,LATAM,78297,CLP
2025-07-04,SCL,PMC,JetSmart,86961,CLP
2025-08-08,ANF,IQQ,JetSmart,84868,CLP
2025-07-27,CJC,LSC,Sky,120124,CLP
2025-08-10,SCL,CJC,Sky,47678,CLP
2025-07-08,CJC,IQQ,Sky,24518,CLP
2025-07-04,SCL,ANF,JetSmart,56123,CLP
2025-07-04,PMC,ANF,Sky,129469,CLP
2025-07-26,IQQ,PMC,JetSmart,139084,CLP
2025-07-08,CJC,IQQ,Sky,141493,CLP
2025-07-11,CJC,SCL,LATAM,84556,CLP
2025-07-05,LSC,ANF,JetSmart,124640,CLP
2025-07-21,SCL,CJC,Sky,145158,CLP
2025-08-13,LSC,ANF,JetSmart,140166,CLP
2025-07-10,PMC,ANF,Sky,22449,CLP
2025-07-26,ANF,PMC,JetSmart,72418,CLP
2025-07-08,ANF,SCL,JetSmart,109331,CLP
2025-07-05,LSC,SCL,LATAM,43377,CLP
2025-07-12,CJC,LSC,JetSmart,62641,CLP
2025-07-18,CJC,PMC,LATAM,72149,CLP
2025-08-13,SCL,ANF,LATAM,64823,CLP
2025-07-21,CJC,SCL,Sky,136949,CLP
2025-08-14,SCL,ANF,JetSmart,39179,CLP
2025-07-11,SCL,PMC,JetSmart,104507,CLP
2025-08-13,CJC,ANF,JetSmart,139712,CLP
2025-08-08,IQQ,LSC,Sky,74185,CLP
2025-08-03,LSC,IQQ,Sky,80500,CLP
2025-07-21,LSC,IQQ,Sky,44751,CLP
2025-08-09,PMC,CJC,LATAM,65378,CLP
2025-08-13,SCL,ANF,LATAM,131313,CLP
2025-07-15,PMC,ANF,Sky,105194,CLP
2025-07-31,SCL,LSC,LATAM,101827,CLP
2025-07-05,LSC,CJC,JetSmart,18220,CLP
2025-07-30,PMC,LSC,LATAM,71157,CLP
2025-07-28,CJC,ANF,Sky,31725,CLP
2025-07-19,LSC,IQQ,Sky,84276,CLP
2025-07-23,IQQ,CJC,Sky,73237,CLP
2025-07-05,SCL,ANF,LATAM,122534,CLP
2025-07-28,CJC,LSC,JetSmart,131244,CLP
2025-07-20,ANF,CJC,Sky,131516,CLP
2025-07-05,IQQ,LSC,JetSmart,31454,CLP
2025-07-12,IQQ,PMC,LATAM,40613,CLP
2025-08-13,PMC,IQQ,LATAM,144914,CLP
2025-08-06,IQQ,PMC,Sky,80930,CLP
2025-07-01,SCL,PMC,JetSmart,123225,CLP
2025-07-27,CJC,IQQ,JetSmart,60017,CLP
2025-07-29,ANF,PMC,Sky,101762,CLP
2025-07-11,CJC,ANF,JetSmart,54058,CLP
2025-07-18,SCL,IQQ,LATAM,23480,CLP
2025-08-03,LSC,CJC,JetSmart,34137,CLP
2025-07-09,ANF,LSC,Sky,66003,CLP
2025-08-09,PMC,SCL,JetSmart,97040,CLP
2025-07-03,SCL,ANF,LATAM,79708,CLP
2025-08-06,IQQ,SCL,Sky,49191,CLP
2025-08-13,LSC,CJC,LATAM,31180,CLP
2025-08-06,IQQ,SCL,LATAM,130826,CLP
2025-07-31,LSC,IQQ,JetSmart,40585,CLP
2025-08-06,ANF,LSC,LATAM,51827,CLP
2025-07-19,CJC,IQQ,LATAM,44312,CLP
2025-07-01,CJC,PMC,JetSmart,133342,CLP
2025-07-02,LSC,ANF,Sky,31753,CLP
2025-07-05,PMC,LSC,JetSmart,73526,CLP
2025-07-20,LSC,PMC,JetSmart,133751,CLP
2025-07-30,PMC,ANF,JetSmart,138757,CLP
2025-07-18,LSC,PMC,Sky,69781,CLP
2025-07-01,LSC,PMC,LATAM,45913,CLP
2025-08-01,CJC,ANF,LATAM,50734,CLP
2025-07-31,CJC,SCL,JetSmart,29565,CLP
2025-07-26,LSC,CJC,JetSmart,81306,CLP
2025-07-26,IQQ,ANF,JetSmart,145966,CLP
2025-07-16,IQQ,PMC,JetSmart,130874,CLP
2025-07-25,ANF,PMC,JetSmart,135320,CLP
2025-07-13,SCL,ANF,LATAM,71384,CLP
2025-07-24,IQQ,LSC,LATAM,97183,CLP
2025-08-05,PMC,CJC,Sky,98813,CLP
2025-07-27,IQQ,PMC,LATAM,46424,CLP
2025-07-14,ANF,LSC,LATAM,112920,CLP
2025-07-25,SCL,IQQ,Sky,146091,CLP
2025-07-12,ANF,IQQ,JetSmart,53084,CLP
2025-08-09,LSC,SCL,JetSmart,91497,CLP
2025-07-28,SCL,LSC,Sky,116232,CLP
2025-08-13,LSC,PMC,Sky,23793,CLP
2025-07-31,ANF,PMC,JetSmart,27023,CLP
2025-08-15,SCL,LSC,Sky,141676,CLP
2025-07-07,PMC,LSC,LATAM,81603,CLP
2025-08-05,SCL,PMC,JetSmart,56870,CLP
2025-08-01,PMC,SCL,LATAM,109095,CLP
2025-07-11,PMC,IQQ,JetSmart,18688,CLP
2025-07-30,LSC,ANF,Sky,36710,CLP
2025-07-16,ANF,SCL,Sky,29854,CLP
2025-07-26,ANF,IQQ,LATAM,65846,CLP
2025-07-25,ANF,LSC,LATAM,134645,CLP
2025-08-06,CJC,SCL,LATAM,36511,CLP
2025-07-14,SCL,CJC,LATAM,125225,CLP
2025-07-25,SCL,LSC,JetSmart,121147,CLP
2025-07-30,SCL,LSC,Sky,128138,CLP
2025-08-08,PMC,LSC,LATAM,114814,CLP
2025-07-12,PMC,CJC,Sky,39795,CLP
2025-07-18,SCL,CJC,JetSmart,60541,CLP
2025-07-27,LSC,IQQ,JetSmart,144233,CLP
2025-07-03,SCL,CJC,LATAM,57361,CLP
2025-07-08,ANF,CJC,LATAM,51854,CLP
2025-07-06,IQQ,SCL,JetSmart,131433,CLP
2025-08-11,SCL,LSC,Sky,55292,CLP
2025-07-30,ANF,SCL,Sky,139480,CLP
2025-07-14,IQQ,LSC,JetSmart,54256,CLP
2025-08-05,IQQ,ANF,Sky,142981,CLP
2025-08-03,PMC,SCL,Sky,146129,CLP
2025-07-18,SCL,PMC,Sky,106379,CLP
2025-08-11,SCL,IQQ,LATAM,121886,CLP
2025-07-07,ANF,CJC,JetSmart,139833,CLP
2025-07-16,PMC,SCL,LATAM,85911,CLP
2025-07-18,CJC,LSC,Sky,141888,CLP
2025-07-07,LSC,IQQ,JetSmart,47908,CLP
2025-08-01,CJC,SCL,JetSmart,53086,CLP
2025-08-13,IQQ,LSC,JetSmart,76261,CLP
2025-07-14,LSC,CJC,JetSmart,35104,CLP
2025-08-07,PMC,LSC,LATAM,125037,CLP
2025-08-02,PMC,IQQ,LATAM,45823,CLP
2025-07-21,SCL,ANF,JetSmart,50029,CLP
2025-08-15,PMC,SCL,LATAM,32360,CLP
2025-07-09,CJC,ANF,Sky,142708,CLP
2025-07-21,PMC,IQQ,LATAM,70794,CLP
2025-08-01,PMC,CJC,LATAM,56104,CLP
2025-07-27,IQQ,ANF,Sky,123818,CLP
2025-07-29,PMC,ANF,LATAM,37800,CLP
2025-07-17,ANF,IQQ,Sky,50858,CLP
2025-08-01,LSC,CJC,JetSmart,85178,CLP
2025-07-16,IQQ,SCL,Sky,33980,CLP
2025-08-14,LSC,PMC,LATAM,142208,CLP
2025-07-26,PMC,IQQ,Sky,95631,CLP
2025-08-03,PMC,SCL,JetSmart,97671,CLP
2025-07-25,IQQ,SCL,LATAM,35872,CLP
2025-08-15,SCL,CJC,Sky,118116,CLP
2025-07-03,LSC,ANF,JetSmart,145026,CLP
2025-07-10,CJC,IQQ,Sky,45844,CLP
2025-07-13,LSC,IQQ,Sky,16678,CLP
2025-08-08,CJC,SCL,LATAM,83286,CLP
2025-08-03,SCL,CJC,JetSmart,33803,CLP
2025-07-04,PMC,IQQ,JetSmart,110540,CLP
2025-08-13,SCL,IQQ,JetSmart,119664,CLP
2025-07-14,LSC,ANF,Sky,59991,CLP
2025-07-15,PMC,IQQ,LATAM,102904,CLP
2025-08-10,IQQ,ANF,LATAM,63455,CLP
2025-07-27,SCL,IQQ,Sky,86853,CLP
2025-07-25,LSC,ANF,Sky,29578,CLP
2025-07-25,LSC,CJC,LATAM,133469,CLP
2025-07-22,CJC,IQQ,JetSmart,108459,CLP
2025-08-03,PMC,SCL,LATAM,71006,CLP
2025-07-02,PMC,SCL,LATAM,101059,CLP
2025-07-25,IQQ,SCL,JetSmart,20869,CLP
2025-07-27,PMC,IQQ,LATAM,112713,CLP
2025-08-03,PMC,CJC,JetSmart,98417,CLP
2025-08-13,ANF,PMC,JetSmart,20923,CLP
2025-08-10,CJC,PMC,JetSmart,86620,CLP
2025-07-07,IQQ,PMC,LATAM,133968,CLP
2025-07-22,PMC,CJC,Sky,95261,CLP
2025-08-06,PMC,ANF,JetSmart,62885,CLP
2025-07-07,IQQ,LSC,LATAM,118354,CLP
2025-07-20,ANF,PMC,JetSmart,31186,CLP
2025-07-19,ANF,CJC,Sky,91242,CLP
2025-07-21,SCL,LSC,LATAM,126738,CLP
2025-07-04,SCL,IQQ,JetSmart,51174,CLP
2025-07-10,PMC,IQQ,JetSmart,125620,CLP
2025-08-01,CJC,LSC,LATAM,125084,CLP
2025-07-25,ANF,PMC,LATAM,87883,CLP
2025-08-15,LSC,SCL,Sky,32052,CLP
2025-07-20,CJC,SCL,JetSmart,117041,CLP
2025-07-24,LSC,CJC,Sky,42090,CLP
2025-07-20,PMC,LSC,LATAM,45538,CLP
2025-08-14,SCL,LSC,LATAM,114997,CLP
2025-08-04,PMC,IQQ,Sky,87158,CLP
2025-07-06,ANF,IQQ,JetSmart,148247,CLP
2025-07-31,PMC,CJC,LATAM,80707,CLP
2025-07-18,IQQ,CJC,LATAM,116461,CLP
2025-08-06,IQQ,SCL,LATAM,28584,CLP
2025-07-17,SCL,LSC,LATAM,148039,CLP
2025-07-27,ANF,LSC,JetSmart,75686,CLP
2025-07-21,LSC,IQQ,JetSmart,141253,CLP
2025-07-07,IQQ,ANF,Sky,23278,CLP
2025-08-07,ANF,SCL,JetSmart,36815,CLP
2025-07-12,LSC,SCL,LATAM,102939,CLP
2025-08-11,CJC,IQQ,LATAM,102827,CLP
2025-07-14,LSC,ANF,JetSmart,90546,CLP
2025-07-08,ANF,CJC,Sky,120683,CLP
2025-08-14,ANF,SCL,Sky,100595,CLP
2025-07-26,PMC,SCL,JetSmart,15925,CLP
2025-08-15,ANF,LSC,JetSmart,101829,CLP
2025-07-20,SCL,ANF,LATAM,46199,CLP
2025-08-10,ANF,SCL,LATAM,109046,CLP
2025-07-03,ANF,CJC,LATAM,102891,CLP
2025-07-24,IQQ,ANF,Sky,131924,CLP
2025-08-12,SCL,PMC,LATAM,28577,CLP
2025-07-20,IQQ,ANF,JetSmart,138658,CLP
2025-07-27,IQQ,CJC,JetSmart,148928,CLP
2025-07-02,CJC,SCL,JetSmart,81121,CLP
2025-08-09,LSC,IQQ,LATAM,114788,CLP
2025-07-02,IQQ,SCL,JetSmart,146573,CLP
2025-07-24,IQQ,CJC,Sky,39591,CLP
2025-07-13,PMC,ANF,JetSmart,43142,CLP
2025-07-07,ANF,IQQ,LATAM,35365,CLP
2025-07-20,IQQ,LSC,JetSmart,121436,CLP
2025-07-15,PMC,CJC,JetSmart,23692,CLP
2025-07-12,CJC,IQQ,Sky,85235,CLP
2025-08-04,IQQ,LSC,JetSmart,132238,CLP
2025-07-22,ANF,CJC,Sky,143194,CLP
2025-07-03,SCL,PMC,Sky,51572,CLP
2025-08-03,LSC,IQQ,Sky,65555,CLP
2025-07-10,CJC,SCL,JetSmart,38089,CLP
2025-08-15,SCL,CJC,LATAM,122740,CLP
2025-07-12,CJC,ANF,JetSmart,100597,CLP
2025-08-10,PMC,SCL,LATAM,115169,CLP
2025-07-06,IQQ,SCL,LATAM,16891,CLP
2025-07-14,PMC,IQQ,JetSmart,53881,CLP
2025-07-08,ANF,SCL,JetSmart,124944,CLP
2025-08-09,CJC,PMC,LATAM,27889,CLP
2025-08-14,LSC,PMC,Sky,100959,CLP
2025-07-29,SCL,PMC,Sky,101655,CLP
2025-07-25,ANF,IQQ,JetSmart,89438,CLP
2025-08-01,PMC,IQQ,Sky,31502,CLP
2025-07-19,IQQ,CJC,JetSmart,113059,CLP
2025-08-09,LSC,SCL,JetSmart,103152,CLP
2025-07-08,CJC,LSC,LATAM,97016,CLP
2025-08-08,CJC,SCL,Sky,113592,CLP
2025-07-02,ANF,IQQ,Sky,121380,CLP
2025-07-09,LSC,IQQ,JetSmart,40477,CLP
2025-07-04,ANF,SCL,Sky,80031,CLP
2025-07-02,CJC,PMC,LATAM,77598,CLP
2025-07-15,SCL,IQQ,Sky,122554,CLP
2025-07-31,PMC,CJC,JetSmart,125093,CLP
